Location,run,Name,fule,Transmission,Mileage,Engine,Power,Price
Delhi,21701,Maruti Celerio ZXI,Petrol,Manual,23.1,998.0,67.04,3.38
Mumbai,56000,Honda City V MT Exclusive,Petrol,Manual,16.8,1497.0,116.3,3.45
Delhi,32450,Hyundai i20 1.2 Spotz,Petrol,Manual,18.6,1197.0,81.83,5.75
Jaipur,12500,Renault KWID RXT,Petrol,Manual,25.17,799.0,53.3,2.75
Kochi,20483,Mercedes-Benz CLA 200 CDI Sport,Diesel,Automatic,17.9,2143.0,136.0,30.3
Hyderabad,45800,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Manual,22.7,1498.0,89.84,7.5
Coimbatore,35441,Hyundai i20 Asta 1.2,Petrol,Manual,18.6,1197.0,81.83,6.87
Bangalore,86398,Toyota Innova 2.5 ZX Diesel 7 Seater,Diesel,Manual,12.99,2494.0,100.6,15.2
Chennai,150000,Nissan Sunny 2011-2014 Diesel XL,Diesel,Manual,21.64,1461.0,84.8,3.5
Hyderabad,89000,Maruti Swift VDI BSIV,Diesel,Manual,25.2,1248.0,74.0,5.85
Hyderabad,68375,Maruti A-Star Vxi,Petrol,Manual,19.0,998.0,66.1,2.5
Pune,52000,Maruti Swift ZXI,Petrol,Manual,18.6,1197.0,85.8,3.95
Jaipur,39000,Mercedes-Benz CLA 200 CDI Sport,Diesel,Automatic,17.9,2143.0,136.0,27.0
Bangalore,68000,Maruti Ertiga ZXI,Petrol,Manual,16.02,1373.0,93.7,6.75
Jaipur,71000,Maruti Wagon R LXI,Petrol,Manual,18.9,998.0,67.1,1.5
Hyderabad,72003,Volkswagen Polo Diesel Trendline 1.2L,Diesel,Manual,22.07,1199.0,73.9,3.9
Hyderabad,135670,Ford Ecosport 1.5 DV5 MT Titanium Optional,Diesel,Manual,22.7,1498.0,89.84,6.55
Kochi,65850,Honda City i DTEC VX,Diesel,Manual,25.1,1498.0,98.6,9.44
Coimbatore,53920,Toyota Corolla Altis 1.8 GL,Petrol,Manual,14.28,1798.0,138.03,10.77
Ahmedabad,58000,Mahindra XUV500 W8 2WD,Diesel,Manual,15.1,2179.0,140.0,7.5
Kolkata,4000,Maruti Alto 800 2016-2019 VXI,Petrol,Manual,24.7,796.0,47.3,3.0
Chennai,58000,BMW 5 Series 530d M Sport,Diesel,Automatic,18.59,2993.0,265.0,11.75
Kochi,29832,Hyundai EON D Lite Plus,Petrol,Manual,21.1,814.0,55.2,3.29
Chennai,71156,Maruti Swift Dzire VDI,Diesel,Manual,26.59,1248.0,74.0,6.5
Delhi,64687,Maruti Celerio CNG VXI MT,CNG,Manual,31.79,998.0,58.33,3.8
Hyderabad,54000,Audi A4 2.0 TDI,Diesel,Automatic,16.55,1968.0,147.51,18.0
Bangalore,75000,Skoda Superb Elegance 1.8 TSI AT,Petrol,Automatic,13.7,1798.0,157.75,4.95
Kochi,39208,Tata Zest Revotron 1.2T XM,Petrol,Manual,17.57,1193.0,88.7,4.52
Kolkata,41000,Force One LX ABS 7 Seating,Diesel,Manual,17.0,2149.0,139.07,8.0
Coimbatore,38622,Honda City i-VTEC VX,Petrol,Manual,17.4,1497.0,117.3,6.26
Chennai,18000,Nissan Sunny 2011-2014 XV,Petrol,Manual,16.95,1498.0,97.7,7.5
Delhi,52000,Maruti Swift 1.3 LXI,Petrol,Manual,16.1,1616.5734702372692,112.76521404351512,3.65
Mumbai,45000,Volkswagen Vento Petrol Highline AT,Petrol,Automatic,14.4,1598.0,103.6,3.35
Mumbai,48656,Hyundai Verna 1.6 SX VTVT AT,Petrol,Automatic,15.74,1591.0,121.3,5.5
Bangalore,79000,Hyundai Verna CRDi 1.6 AT SX Plus,Diesel,Automatic,22.0,1582.0,126.2,5.25
Bangalore,88000,Audi A4 2.0 TDI Multitronic,Diesel,Automatic,16.55,1968.0,140.0,16.25
Delhi,92000,Maruti SX4 Vxi BSIV,Petrol,Manual,15.5,1586.0,103.3,2.7
Chennai,9000,Ford Endeavour 2.2 Titanium AT 4X2,Diesel,Automatic,12.62,2198.0,158.0,32.9
Coimbatore,50121,Maruti Swift LXI BSIV,Petrol,Manual,20.4,1197.0,83.11,3.41
Hyderabad,79000,Hyundai Grand i10 CRDi Magna,Diesel,Manual,24.0,1120.0,70.0,4.15
Hyderabad,46000,Volkswagen Polo 1.5 TDI Highline,Diesel,Manual,20.14,1498.0,88.8,5.9
Pune,100000,Mercedes-Benz E-Class 230,Petrol,Automatic,10.0,2496.0,157.7,11.5
Kolkata,41000,Hyundai i20 Asta 1.2,Petrol,Manual,18.6,1197.0,81.83,4.75
Chennai,25000,Maruti Alto K10 VXI AGS,Petrol,Automatic,24.07,998.0,67.1,3.5
Pune,71899,Maruti Ertiga VDI,Diesel,Manual,20.77,1248.0,88.76,7.25
Mumbai,7100,Maruti Celerio VXI AT,Petrol,Automatic,23.1,998.0,67.04,4.35
Coimbatore,38171,Renault KWID Climber 1.0 AMT,Petrol,Automatic,22.5,999.0,67.0,4.99
Bangalore,70359,Mahindra Scorpio SLE BSIV,Diesel,Manual,12.05,2179.0,120.0,7.65
Chennai,200000,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Diesel,Manual,12.8,2494.0,102.0,9.0
Chennai,26969,Volkswagen Polo Diesel Highline 1.2L,Diesel,Manual,22.07,1199.0,73.9,6.9
Chennai,56500,Ford Figo Diesel ZXI,Diesel,Manual,20.0,1399.0,68.0,2.9
Kolkata,40000,Nissan Terrano XL Plus 85 PS,Diesel,Manual,20.45,1461.0,83.8,5.75
Kolkata,41000,Force One LX 4x4,Diesel,Manual,17.0,2200.0,139.01,8.0
Kochi,53105,Renault KWID 1.0 RXT Optional AMT,Petrol,Automatic,22.5,999.0,67.0,4.41
Mumbai,23000,Skoda Rapid 1.5 TDI Elegance,Diesel,Manual,21.14,1498.0,103.52,4.95
Hyderabad,80999,Mahindra XUV500 AT W10 FWD,Diesel,Automatic,16.0,2179.0,140.0,14.4
Chennai,82000,Ford Figo Diesel Titanium,Diesel,Manual,20.0,1399.0,68.05,2.95
Coimbatore,68557,Mahindra Bolero ZLX,Diesel,Manual,15.96,2523.0,62.1,8.14
Hyderabad,34000,Volkswagen Vento 1.5 TDI Highline,Diesel,Manual,20.64,1498.0,108.5,8.45
Pune,77000,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Diesel,Manual,12.99,2494.0,100.0,12.5
Mumbai,48000,Mahindra XUV500 W8 2WD,Diesel,Manual,15.1,2179.0,140.0,6.5
Coimbatore,28232,Ford Ecosport 1.5 Ti VCT MT Titanium,Petrol,Manual,15.8,1499.0,110.0,7.72
Chennai,110000,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Diesel,Automatic,16.96,1968.0,138.1,8.0
Chennai,120000,Tata New Safari DICOR 2.2 VX 4x4,Diesel,Manual,13.93,2179.0,138.0,3.0
Mumbai,49000,BMW 3 Series 330d Convertible,Diesel,Automatic,8.2,2993.0,245.0,29.0
Kolkata,22000,Volkswagen Polo 1.2 MPI Highline,Petrol,Manual,16.47,1198.0,74.0,4.11
Coimbatore,14925,Hyundai i20 Magna Optional 1.2,Petrol,Manual,18.5,1197.0,82.9,5.37
Mumbai,75000,Maruti Ertiga ZDI,Diesel,Manual,20.77,1248.0,88.8,6.55
Chennai,23000,Honda City i VTEC V,Petrol,Manual,17.4,1497.0,117.3,7.0
Mumbai,57000,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,5.48
Kochi,76718,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Diesel,Automatic,16.96,1968.0,138.03,6.51
Pune,138000,Honda Amaze VX i-DTEC,Diesel,Manual,25.8,1498.0,98.6,5.15
Hyderabad,140000,Mahindra XUV500 W8 2WD,Diesel,Manual,15.1,2179.0,140.0,9.0
Mumbai,110000,Toyota Corolla Altis VL,Petrol,Automatic,14.53,1798.0,138.1,2.75
Pune,126000,Hyundai Santro Xing XL eRLX Euro III,Petrol,Manual,17.0,1086.0,112.76521404351512,1.2
Bangalore,73000,BMW 3 Series 320d,Diesel,Automatic,22.69,1995.0,190.0,12.5
Kochi,63423,Ford EcoSport 1.5 Diesel Trend,Diesel,Manual,23.0,1498.0,98.96,7.69
Kochi,62132,Hyundai i20 Asta Optional with Sunroof 1.2,Petrol,Manual,18.5,1197.0,82.85,4.57
Mumbai,51000,Honda City 1.5 S AT,Petrol,Automatic,16.8,1497.0,118.0,4.5
Hyderabad,75000,Maruti Ritz VDI (ABS) BS IV,Diesel,Manual,23.2,1248.0,73.94,4.9
Kolkata,55410,Hyundai i10 Era 1.1,Petrol,Manual,19.81,1086.0,68.05,1.65
Mumbai,41000,Chevrolet Sail 1.2 LS,Petrol,Manual,18.2,1199.0,82.4,3.25
Chennai,45000,Hyundai Verna 1.6 SX CRDi (O),Diesel,Manual,22.32,1582.0,126.32,6.25
Kochi,53322,Hyundai Creta 1.6 SX Option,Petrol,Manual,15.8,1591.0,121.3,12.13
Jaipur,48000,Chevrolet Sail 1.2 LS,Petrol,Manual,18.2,1199.0,82.4,3.25
Hyderabad,72000,Audi Q5 2.0 TDI,Diesel,Automatic,14.16,1968.0,174.3,29.0
Kochi,50266,Honda City 1.5 V MT Exclusive,Petrol,Manual,17.0,1497.0,118.0,5.53
Hyderabad,21800,Ford EcoSport 1.5 Petrol Titanium,Petrol,Manual,17.0,1497.0,121.36,8.75
Bangalore,45000,Audi Q7 3.0 TDI Quattro Premium Plus,Diesel,Automatic,12.07,2967.0,241.4,37.9
Delhi,62000,Hyundai i10 Magna 1.2,Petrol,Manual,20.36,1197.0,78.9,2.4
Chennai,41681,Hyundai i20 1.2 Asta,Petrol,Manual,17.0,1197.0,80.0,4.55
Delhi,69313,Maruti Swift Dzire 1.2 Vxi BSIV,Petrol,Manual,17.5,1197.0,85.8,2.65
Pune,49000,Tata Indica V2 eLX,Diesel,Manual,25.0,1396.0,69.0,1.6
Coimbatore,40471,BMW 5 Series 2010-2013 530d,Diesel,Automatic,16.2,2993.0,235.0,25.72
Ahmedabad,60000,Maruti Swift VDI,Diesel,Manual,22.9,1248.0,74.0,4.15
Jaipur,1001,Ford Freestyle Titanium Plus Petrol,Petrol,Manual,19.0,1194.0,94.68,7.23
Bangalore,38000,Hyundai Verna XXi ABS (Petrol),Petrol,Manual,13.9,1599.0,103.2,2.6
Mumbai,66000,BMW 3 Series 320d Highline,Diesel,Automatic,16.07,1995.0,181.0,7.25
Kochi,33901,Toyota Innova 2.5 G4 Diesel 8-seater,Diesel,Manual,12.8,2494.0,102.0,14.29
Hyderabad,57000,Mercedes-Benz New C-Class C 250 CDI Elegance,Diesel,Automatic,14.94,2143.0,204.0,17.25
Pune,170000,Hyundai Elantra 1.6 SX,Diesel,Manual,22.54,1582.0,126.2,7.5
Hyderabad,60000,Maruti Ritz ZDi,Diesel,Manual,23.2,1248.0,73.94,4.35
Pune,85000,Maruti Vitara Brezza ZDi Plus Dual Tone,Diesel,Manual,24.3,1248.0,88.5,8.9
Kolkata,146000,Hyundai Xcent 1.2 Kappa S,Petrol,Manual,19.1,1197.0,82.0,3.5
Kolkata,56002,Honda City i DTEC V,Diesel,Manual,26.0,1498.0,98.6,6.1
Mumbai,8554,Renault KWID RXT,Petrol,Manual,25.17,799.0,53.3,3.2
Jaipur,62322,Toyota Etios Cross 1.4L VD,Diesel,Manual,23.59,1364.0,67.06,4.9
Kochi,37929,Maruti Alto K10 VXI,Petrol,Manual,24.07,998.0,67.1,3.69
Chennai,5400,Tata Tiago 1.2 Revotron XM Option,Petrol,Manual,23.84,1199.0,84.0,3.98
Kolkata,60000,Hyundai i20 1.4 CRDi Magna,Diesel,Manual,21.9,1396.0,90.0,2.95
Kochi,55730,Audi A4 2.0 TDI,Diesel,Automatic,16.55,1968.0,147.51,15.21
Hyderabad,62000,Maruti Swift VDI,Diesel,Manual,28.4,1248.0,74.0,6.3
Kochi,14576,Volkswagen Ameo 1.2 MPI Highline,Petrol,Manual,17.0,1198.0,73.75,6.69
Mumbai,17000,Honda BRV i-VTEC V CVT,Petrol,Automatic,16.0,1497.0,117.3,9.5
Mumbai,28000,Hyundai i20 Asta,Petrol,Manual,17.0,1197.0,80.0,2.65
Ahmedabad,58200,Hyundai Santa Fe 4X4,Diesel,Manual,14.66,2199.0,194.3,7.5
Bangalore,53000,Honda City 1.5 GXI,Petrol,Manual,0.0,1616.5734702372692,112.76521404351512,1.85
Kochi,12278,Maruti Celerio ZXI Optional AMT,Petrol,Automatic,23.1,998.0,67.04,5.63
Coimbatore,17665,Hyundai Creta 1.6 SX,Petrol,Manual,15.8,1591.0,121.3,11.78
Hyderabad,200000,Tata Indica V2 DL BSIII,Diesel,Manual,17.88,1396.0,52.8,0.85
Mumbai,55893,Volkswagen Vento Petrol Highline,Petrol,Manual,15.04,1598.0,103.6,3.35
Kochi,60586,Maruti Celerio VXI,Petrol,Manual,23.1,998.0,67.04,4.11
Ahmedabad,13500,Mercedes-Benz CLA 200 D Sport Edition,Diesel,Automatic,17.9,2143.0,136.0,25.51
Jaipur,30000,Maruti Alto 800 LXI,Petrol,Manual,22.74,796.0,47.3,3.1
Delhi,12000,Ford Endeavour 3.2 Titanium AT 4X4,Diesel,Automatic,10.91,3198.0,197.0,33.5
Kolkata,65000,Tata Zest Revotron 1.2T XE,Petrol,Manual,17.57,1193.0,88.7,4.8
Kolkata,38000,Volkswagen Vento 1.6 Comfortline,Petrol,Manual,16.09,1598.0,103.5,3.49
Mumbai,25000,Maruti Ertiga ZXI,Petrol,Manual,17.5,1373.0,91.1,5.15
Mumbai,100000,Mercedes-Benz M-Class ML 350 CDI Corporate,Diesel,Automatic,14.0,2987.0,224.0,14.41
Mumbai,13710,Volkswagen Polo 1.2 MPI Highline,Petrol,Manual,16.2,1199.0,74.0,4.75
Jaipur,100000,Toyota Fortuner 4x2 AT,Diesel,Automatic,12.55,2982.0,168.5,19.0
Hyderabad,17000,Maruti Celerio VXI,Petrol,Manual,23.1,998.0,67.04,4.9
Chennai,89000,BMW 3 Series 320d Corporate Edition,Diesel,Automatic,16.07,1995.0,181.0,6.3
Jaipur,100173,Honda City ZX VTEC,Petrol,Manual,16.9,1497.0,100.0,2.4
Pune,97000,Mitsubishi Cedia Sports,Petrol,Manual,13.17,1999.0,114.0,3.0
Delhi,40190,Renault Pulse Petrol RxL,Petrol,Manual,18.06,1198.0,74.93,4.25
Hyderabad,29647,Volkswagen Polo 1.5 TDI Highline,Diesel,Manual,20.14,1498.0,88.0,6.3
Kochi,43639,Maruti Baleno RS Petrol,Petrol,Manual,21.1,998.0,100.0,8.15
Kochi,37333,Hyundai i10 Magna,Petrol,Manual,20.36,1197.0,78.9,3.22
Kochi,48407,Hyundai i20 1.2 Spotz,Petrol,Manual,18.6,1197.0,81.83,7.65
Delhi,25000,BMW Z4 2009-2013 35i,Petrol,Automatic,10.37,2979.0,306.0,30.0
Pune,72400,Hyundai i10 Sportz 1.2,Petrol,Manual,20.36,1197.0,78.9,2.3
Delhi,18000,Mini Cooper S Carbon Edition,Petrol,Automatic,13.6,1598.0,181.0,22.0
Pune,65167,Honda Brio V MT,Petrol,Manual,19.4,1198.0,86.8,3.28
Kochi,25418,Maruti Ciaz ZXi Option,Petrol,Manual,20.73,1373.0,91.2,7.09
Coimbatore,38995,Maruti Swift Dzire ZDi,Diesel,Manual,19.3,1248.0,73.9,6.46
Chennai,60000,Volkswagen Polo Diesel Comfortline 1.2L,Diesel,Manual,22.07,1199.0,73.9,4.0
Delhi,72000,BMW X1 sDrive20d,Diesel,Automatic,17.05,1995.0,184.0,11.0
Coimbatore,31075,Audi Q7 3.0 TDI Quattro Premium Plus,Diesel,Automatic,12.07,2967.0,241.4,49.79
Kolkata,4311,Ford Figo 1.5D Trend MT,Diesel,Manual,25.83,1498.0,99.0,4.8
Bangalore,21000,BMW 3 Series Luxury Line,Diesel,Automatic,21.76,1995.0,190.0,35.0
Bangalore,54000,Mercedes-Benz M-Class ML 350 CDI Corporate,Diesel,Automatic,14.0,2987.0,224.0,21.99
Mumbai,50000,Maruti Wagon R LX BSIII,Petrol,Manual,17.3,1061.0,64.0,1.1
Delhi,13000,Maruti Baleno Zeta 1.2,Petrol,Manual,21.4,1197.0,83.1,6.6
Pune,74000,Maruti Dzire VXI,Petrol,Manual,22.0,1197.0,81.8,4.5
Pune,75000,Chevrolet Aveo U-VA 1.2 LT,Petrol,Manual,14.7,1150.0,76.0,1.0
Chennai,25000,Volkswagen Polo 1.5 TDI Highline,Diesel,Manual,20.14,1498.0,88.0,6.9
Hyderabad,139000,Land Rover Freelander 2 TD4 SE,Diesel,Automatic,0.0,2179.0,115.0,16.75
Mumbai,52000,Audi Q5 30 TDI quattro Premium,Diesel,Automatic,14.16,1968.0,174.3,25.49
Chennai,20000,Audi A6 35 TDI Matrix,Diesel,Automatic,18.53,1968.0,187.74,35.5
Kochi,32663,Hyundai Grand i10 1.2 CRDi Sportz,Diesel,Manual,24.0,1186.0,73.97,6.28
Delhi,76777,Mahindra Scorpio SLE BSIV,Diesel,Manual,12.05,2179.0,120.0,4.88
Hyderabad,100303,Tata Bolt Quadrajet XE,Diesel,Manual,22.95,1248.0,74.0,3.7
Kochi,43993,Hyundai EON Era Plus,Petrol,Manual,21.1,814.0,55.2,3.45
Kochi,72118,Mahindra Scorpio S8 8 Seater,Diesel,Manual,15.4,2179.0,120.0,10.23
Bangalore,83000,Honda A ord 2001-2003 2.0 AT,Petrol,Automatic,11.1,2354.0,142.0,6.5
Mumbai,7523,Volkswagen Polo 1.2 MPI Highline,Petrol,Manual,16.2,1199.0,74.0,6.15
Mumbai,34670,Maruti Eeco 7 Seater Standard,Petrol,Manual,15.1,1196.0,73.0,2.9
Ahmedabad,30000,Hyundai Grand i10 CRDi Sportz,Diesel,Manual,24.0,1120.0,70.0,5.5
Chennai,17000,Ford Endeavour 3.2 Titanium AT 4X4,Diesel,Automatic,10.91,3198.0,197.0,31.0
Delhi,59261,Hyundai Grand i10 1.2 CRDi Sportz,Diesel,Manual,24.0,1186.0,73.97,4.25
Kochi,65210,Maruti Swift VDI,Diesel,Manual,22.9,1248.0,74.0,5.48
Bangalore,19000,Hyundai i20 1.2 Asta Option,Petrol,Manual,18.6,1197.0,81.83,7.25
Hyderabad,50000,Maruti Swift Dzire VXi,Petrol,Manual,17.5,1298.0,85.8,3.0
Hyderabad,47000,BMW 3 Series 320d Luxury Line,Diesel,Automatic,22.69,1995.0,190.0,29.5
Mumbai,75000,Honda City ZX GXi,Petrol,Manual,17.7,1497.0,78.0,1.49
Pune,54534,Hyundai i10 Sportz 1.2 AT,Petrol,Automatic,16.95,1197.0,78.9,3.65
Ahmedabad,13000,Ford Ecosport Signature Edition Diesel,Diesel,Manual,23.0,1498.0,98.96,10.9
Bangalore,48808,Maruti Celerio ZXI MT,Petrol,Manual,23.1,998.0,67.04,4.3
Pune,63001,Maruti Ertiga VDI,Diesel,Manual,20.77,1248.0,88.76,6.11
Hyderabad,64771,Toyota Innova 2.5 V Diesel 8-seater,Diesel,Manual,12.8,2494.0,102.0,15.5
Mumbai,34634,Honda City i VTEC SV,Petrol,Manual,17.8,1497.0,117.3,6.9
Bangalore,69242,Maruti Swift Dzire VXI,Petrol,Manual,19.1,1197.0,85.8,4.69
Kochi,33292,Maruti Ritz LXi,Petrol,Manual,18.5,1197.0,85.8,3.19
Pune,55000,Hyundai i20 Sportz AT 1.4,Petrol,Automatic,15.0,1396.0,98.6,3.75
Pune,1000,Hyundai i20 Active SX Dual Tone Petrol,Petrol,Manual,17.19,1197.0,81.86,8.6
Chennai,80000,Honda City 1.5 E MT,Petrol,Manual,17.0,1497.0,118.0,3.85
Coimbatore,65003,Porsche Cayenne S Diesel,Diesel,Automatic,13.6,4134.0,382.0,67.83
Coimbatore,16573,Honda Amaze VX i-VTEC,Petrol,Manual,17.8,1198.0,86.7,9.31
Pune,152633,Honda Civic 2006-2010 1.8 S AT,Petrol,Automatic,12.9,1799.0,130.0,3.0
Bangalore,53000,Hyundai i20 Magna 1.2,Petrol,Manual,18.6,1197.0,81.83,5.5
Hyderabad,50129,Hyundai Creta 1.6 CRDi SX,Diesel,Manual,19.67,1582.0,126.2,13.3
Hyderabad,63716,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Diesel,Automatic,15.73,1968.0,174.33,23.0
Mumbai,11000,Maruti Alto 800 2016-2019 LXI,Petrol,Manual,24.7,796.0,47.3,3.35
Chennai,115000,BMW X1 sDrive 20d Exclusive,Diesel,Automatic,15.06,1995.0,177.0,10.0
Delhi,63265,Hyundai i10 Magna,Petrol,Manual,20.36,1197.0,78.9,2.95
Pune,20000,Volkswagen Ameo 1.5 TDI Highline,Diesel,Manual,21.66,1498.0,108.62,6.75
Pune,79000,Volkswagen Polo Petrol Highline 1.2L,Petrol,Manual,16.47,1198.0,73.9,2.44
Mumbai,41000,Maruti Ciaz VXi Plus,Petrol,Manual,20.73,1373.0,91.1,5.85
Kochi,26323,Volkswagen Polo GT TSI,Petrol,Automatic,17.21,1197.0,103.5,7.4
Pune,76000,Hyundai Xcent 1.1 CRDi Base,Diesel,Manual,24.4,1120.0,71.0,3.8
Hyderabad,69972,Honda Civic 2006-2010 1.8 S MT,Petrol,Manual,13.5,1799.0,130.0,3.8
Kolkata,69000,Honda City ZX GXi,Petrol,Manual,17.7,1497.0,78.0,2.7
Jaipur,65000,Mahindra Bolero ZLX,Diesel,Manual,15.96,2523.0,62.1,7.21
Hyderabad,29512,Honda City i VTEC V,Petrol,Manual,17.4,1497.0,117.3,7.9
Kolkata,51000,Hyundai Xcent 1.2 CRDi S,Diesel,Manual,25.4,1186.0,73.97,4.2
Mumbai,58003,Renault Duster 110PS Diesel RxL,Diesel,Manual,19.01,1461.0,108.45,5.75
Hyderabad,56500,Maruti A-Star AT VXI,Petrol,Automatic,16.98,998.0,66.1,3.45
Bangalore,29063,Audi A4 2.0 TDI 177 Bhp Premium Plus,Diesel,Automatic,17.11,1968.0,174.33,25.75
Coimbatore,46811,Mahindra XUV500 W8 2WD,Diesel,Manual,16.0,2179.0,140.0,16.59
Coimbatore,31897,Renault Pulse Petrol RxZ,Petrol,Manual,18.06,1198.0,74.96,4.69
Mumbai,52100,BMW 3 Series 320d,Diesel,Automatic,13.2,1995.0,170.0,7.5
Hyderabad,73000,Toyota Innova Crysta 2.4 GX MT,Diesel,Manual,13.68,2393.0,147.8,16.5
Kolkata,31423,Honda City 1.5 S MT,Petrol,Manual,17.0,1497.0,118.0,1.99
Chennai,75180,Maruti Swift VDI,Diesel,Manual,22.9,1248.0,74.0,5.25
Mumbai,75000,Renault Duster 110PS Diesel RxZ Plus,Diesel,Manual,19.64,1461.0,108.45,5.4
Mumbai,15000,Volkswagen Polo 1.2 MPI Comfortline,Petrol,Manual,16.47,1198.0,74.0,3.9
Mumbai,12000,Hyundai i20 Active 1.2 S,Petrol,Manual,17.19,1197.0,81.86,5.8
Pune,32000,BMW 5 Series 2013-2017 520d Luxury Line,Diesel,Automatic,18.12,1995.0,190.0,30.5
Hyderabad,44504,Maruti Swift Dzire LDI,Diesel,Manual,23.4,1248.0,74.0,5.6
Ahmedabad,66000,Mercedes-Benz M-Class ML 350 4Matic,Diesel,Automatic,0.0,2987.0,165.0,23.0
Jaipur,39437,Maruti Swift LDI,Diesel,Manual,28.4,1248.0,74.0,5.15
Coimbatore,36931,Hyundai Verna 1.6 CRDI AT SX Option,Diesel,Automatic,19.08,1582.0,126.2,9.48
Bangalore,17800,Tata Nano XTA,Petrol,Automatic,21.9,624.0,37.48,2.38
Hyderabad,71346,Maruti Swift Dzire LXi,Petrol,Manual,17.5,1298.0,85.8,3.8
Delhi,45000,Hyundai i20 Asta Option 1.2,Petrol,Manual,18.6,1197.0,81.83,5.5
Hyderabad,85155,Hyundai i20 1.2 Sportz,Petrol,Manual,17.0,1197.0,80.0,3.55
Mumbai,48823,Maruti Ciaz ZXi,Petrol,Manual,20.73,1373.0,91.1,6.35
Delhi,37000,Land Rover Range Rover 2.2L Prestige,Diesel,Automatic,12.7,2179.0,187.7,36.0
Hyderabad,92000,Tata Indigo LX BSII,Diesel,Manual,16.1,1405.0,70.0,1.1
Mumbai,36000,Tata Zest Revotron 1.2T XM,Petrol,Manual,17.57,1193.0,88.7,3.7
Delhi,24569,Mahindra XUV500 W10 1.99 mHawk,Diesel,Manual,16.0,1997.0,140.0,13.5
Mumbai,95000,Honda A ord 2.4 AT,Petrol,Automatic,11.7,2354.0,177.6,2.85
Coimbatore,25811,Tata Nano Twist XT,Petrol,Manual,25.4,624.0,37.5,2.13
Ahmedabad,65000,Hyundai Elantra CRDi S,Diesel,Manual,22.7,1582.0,126.2,7.75
Chennai,100400,Tata Indica V2 eLS,Diesel,Manual,25.0,1396.0,69.0,2.85
Jaipur,76414,Honda Amaze S i-Dtech,Diesel,Manual,25.8,1498.0,98.6,4.95
Kochi,82103,Mahindra XUV500 W8 2WD,Diesel,Manual,15.1,2179.0,140.0,6.2
Pune,98000,BMW X3 xDrive 20d Expedition,Diesel,Automatic,18.56,1995.0,190.0,17.5
Pune,45252,Hyundai Grand i10 1.2 Kappa Magna,Petrol,Manual,18.9,1197.0,81.86,2.25
Delhi,10300,Maruti Baleno Zeta 1.2,Petrol,Manual,21.4,1197.0,83.1,6.75
Kochi,42024,Hyundai Verna 1.6 CRDi AT SX,Diesel,Automatic,19.08,1582.0,126.2,9.73
Kochi,51236,Maruti Ertiga VDI,Diesel,Manual,25.47,1248.0,88.5,8.49
Mumbai,52000,Mini Cooper S Carbon Edition,Petrol,Automatic,13.6,1598.0,181.0,25.0
Coimbatore,42894,Maruti Ritz ZDi,Diesel,Manual,23.2,1248.0,73.94,5.59
Mumbai,68000,Skoda Laura L n K 1.9 PD AT,Diesel,Automatic,15.6,1896.0,106.0,4.8
Delhi,69000,Ford Ecosport 1.5 DV5 MT Titanium Optional,Diesel,Manual,22.7,1498.0,89.84,5.45
Pune,10000,Hyundai i20 2015-2017 Sportz 1.2,Petrol,Manual,18.6,1197.0,81.83,6.5
Chennai,16000,Honda Brio E MT,Petrol,Manual,19.4,1198.0,86.8,4.35
Kolkata,46992,Honda Amaze S i-Dtech,Diesel,Manual,25.8,1498.0,98.6,3.75
Pune,170000,BMW 5 Series 2003-2012 520d,Diesel,Automatic,18.48,1995.0,177.0,12.0
Delhi,58000,Audi Q7 3.0 TDI Quattro Premium Plus,Diesel,Automatic,12.07,2967.0,241.4,32.0
Jaipur,50000,Hyundai Grand i10 CRDi Magna,Diesel,Manual,24.0,1120.0,70.0,4.0
Kolkata,39010,Nissan Micra Diesel XV,Diesel,Manual,23.08,1461.0,63.1,2.6
Jaipur,26946,Hyundai Grand i10 Sportz,Petrol,Manual,18.9,1197.0,82.0,4.45
Pune,28700,Hyundai EON Era,Petrol,Manual,21.1,814.0,55.2,2.6
Chennai,60000,Mercedes-Benz New C-Class C250 Avantgarde,Petrol,Automatic,11.74,1796.0,186.0,16.0
Delhi,38999,Land Rover Range Rover 2.2L Pure,Diesel,Automatic,12.7,2179.0,187.7,32.5
Mumbai,39000,Mahindra Ssangyong Rexton RX7,Diesel,Automatic,11.18,2696.0,184.0,13.85
Coimbatore,7784,Maruti Ciaz 1.4 Delta,Petrol,Manual,20.73,1373.0,91.1,8.76
Kochi,45710,Mercedes-Benz R-Class R350 4Matic Long,Petrol,Automatic,11.8,3498.0,272.0,23.68
Chennai,42000,Maruti Dzire AMT VXI,Petrol,Automatic,22.0,1197.0,81.8,5.5
Coimbatore,75995,Land Rover Range Rover Vogue SE 4.4 SDV8,Diesel,Automatic,11.49,4367.0,335.3,65.81
Kolkata,57000,Renault Duster 110PS Diesel RxZ,Diesel,Manual,19.01,1461.0,108.45,4.99
