Year,Location,Name,distance,fule,Transmission,Owner_Type,Mileage,Engine,price,Price
2015,Mumbai,Honda Mobilio V i DTEC,30000,Diesel,Manual,First,24.2,1498.0,,
2018,Bangalore,Renault Captur 1.5 Diesel RXL,22000,Diesel,Manual,First,20.37,1461.0,,
2017,Kolkata,Hyundai EON Sportz,4000,Petrol,Manual,First,21.1,814.0,,
2014,Delhi,Volvo XC90 2007-2015 D5 AWD,22230,Diesel,Manual,First,11.1,2400.0,,
2011,Bangalore,Maruti A-Star AT VXI,46000,Petrol,Automatic,First,16.98,998.0,,
2013,Pune,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,88700,Diesel,Automatic,First,14.21,2143.0,,
2015,Hyderabad,Hyundai Grand i10 Sportz,56000,Petrol,Manual,First,18.9,1197.0,,
2014,Ahmedabad,Audi A3 35 TDI Attraction,84004,Diesel,Automatic,First,20.38,1968.0,,
2015,Bangalore,BMW 5 Series 2013-2017 530d M Sport,16000,Diesel,Automatic,First,14.69,2993.0,,
2015,Jaipur,Mahindra XUV500 W6 2WD,85009,Diesel,Manual,Second,16.0,2179.0,,
2014,Mumbai,Ford Ecosport 1.0 Ecoboost Titanium,86000,Petrol,Manual,First,18.88,999.0,,
2015,Coimbatore,Chevrolet Enjoy TCDi LS 7 Seater,93442,Diesel,Manual,First,18.2,1248.0,,
2015,Chennai,Mahindra Scorpio S10 8 Seater,65000,Diesel,Manual,First,15.4,2179.0,,
2013,Pune,Hyundai i20 2015-2017 1.2 Magna,67000,Petrol,Manual,First,18.5,1197.0,,
2014,Coimbatore,Renault Pulse RxZ,31513,Diesel,Manual,First,23.08,1461.0,,
2017,Coimbatore,Maruti Swift Dzire ZDI,75724,Diesel,Manual,First,26.59,1248.0,,
2013,Kolkata,Hyundai EON Magna Plus,69000,Petrol,Manual,First,21.1,814.0,,
2010,Mumbai,Nissan Micra XL,65000,Petrol,Manual,First,18.06,1198.0,,
2017,Mumbai,Skoda Superb L&K 2.0 TDI AT,27000,Diesel,Automatic,First,18.19,1968.0,40.73 Lakh,
2014,Chennai,Maruti Swift VXI,56049,Petrol,Manual,First,18.6,1197.0,,
2012,Pune,Skoda Rapid 1.6 TDI Ambition,96987,Diesel,Manual,First,20.5,1598.0,,
2010,Jaipur,Fiat Punto 1.4 Emotion,65000,Petrol,Manual,Third,14.6,,,
2010,Bangalore,Hyundai i10 Sportz 1.2,69000,Petrol,Manual,First,20.36,1197.0,,
2015,Bangalore,Honda Jazz 1.5 S i DTEC,33500,Diesel,Manual,First,27.3,1498.0,,
2012,Chennai,Toyota Innova 2.5 VX (Diesel) 8 Seater,93000,Diesel,Manual,First,12.99,2494.0,,
2013,Ahmedabad,Volvo XC60 D4 SUMMUM,64000,Diesel,Automatic,First,14.7,1984.0,,
2017,Kochi,Maruti Ciaz ZDi Plus SHVS,48045,Diesel,Manual,First,28.09,1248.0,,
2009,Hyderabad,Mitsubishi Pajero 2.8 SFX,94000,Diesel,Manual,First,10.5,2835.0,,
2011,Chennai,Maruti Alto LXi,60000,Petrol,Manual,First,19.7,796.0,,
2010,Pune,Maruti Swift 1.3 VXi,115000,Petrol,Manual,Second,16.1,,,
2011,Bangalore,BMW 3 Series 320d,56000,Diesel,Automatic,First,13.2,1995.0,,
2012,Pune,Hyundai i20 1.4 CRDi Asta,98472,Diesel,Manual,First,23.0,1396.0,,
2016,Hyderabad,Hyundai Creta 1.6 CRDi SX,37800,Diesel,Manual,First,19.67,1582.0,,
2016,Coimbatore,Maruti Omni 5 Seater BSIV,63617,Petrol,Manual,First,14.0,796.0,,
2011,Ahmedabad,Hyundai Verna CRDi SX ABS,68000,Diesel,Manual,First,18.1,1493.0,,
2017,Kochi,Maruti Baleno Sigma 1.2,11282,Petrol,Manual,First,21.4,1197.0,,
2013,Chennai,Honda Amaze S i-Dtech,75000,Diesel,Manual,First,25.8,1498.0,,
2014,Coimbatore,BMW X3 xDrive20d Advantage Edition,78984,Diesel,Automatic,First,16.09,1995.0,,
2016,Mumbai,Skoda Superb Style 1.8 TSI AT,71000,Petrol,Automatic,First,14.67,1798.0,33.36 Lakh,
2014,Kochi,Honda Brio 1.2 VX MT,43814,Petrol,Manual,First,18.5,1198.0,6.63 Lakh,
2011,Kolkata,Hyundai i10 Magna,60000,Petrol,Manual,First,20.36,1197.0,,
2007,Jaipur,Hyundai Santro Xing XL,85000,Petrol,Manual,Second,0.0,1086.0,,
2015,Kochi,Audi A6 2011-2015 2.0 TDI Premium Plus,65438,Diesel,Automatic,First,17.68,1968.0,,
2014,Mumbai,Renault Duster 85PS Diesel RxL,28215,Diesel,Manual,First,19.87,1461.0,,
2019,Kochi,Honda WRV i-DTEC VX,15053,Diesel,Manual,First,25.5,1498.0,12.05 Lakh,
2015,Bangalore,Honda Mobilio RS Option i DTEC,38000,Diesel,Manual,First,24.5,1498.0,,
2012,Kochi,Volkswagen Polo Petrol Highline 1.2L,64213,Petrol,Manual,First,16.47,1198.0,,
2017,Delhi,Mercedes-Benz E-Class E 220 d,15000,Petrol,Automatic,First,12.6,1950.0,86.97 Lakh,
2011,Hyderabad,Mercedes-Benz S Class 2005 2013 S 350 CDI,82000,Diesel,Automatic,First,13.5,2987.0,,
2009,Pune,Hyundai A ent GLX,60000,Petrol,Manual,Second,13.2,1495.0,,
2012,Chennai,Maruti Swift Dzire VXi,158000,Petrol,Manual,First,17.5,1298.0,,
2007,Chennai,Hyundai i10 Magna,73000,Petrol,Manual,First,20.36,1197.0,,
2013,Coimbatore,Honda Brio 1.2 S MT,71601,Petrol,Manual,First,18.5,1198.0,6.38 Lakh,
2015,Hyderabad,Maruti Ritz VDi,82328,Diesel,Manual,First,21.1,1248.0,,
2011,Kolkata,Honda Brio 1.2 S MT,38000,Petrol,Manual,First,18.5,1198.0,5.89 Lakh,
2014,Pune,Maruti Swift VXI BSIV,85000,Petrol,Manual,First,20.4,1197.0,,
2012,Jaipur,Renault Duster 110PS Diesel RxL,116000,Diesel,Manual,First,19.01,1461.0,,
2008,Mumbai,Hyundai Santro Xing GLS,65000,Petrol,Manual,Second,17.92,1086.0,,
2018,Chennai,Mahindra KUV 100 G80 K4 Plus 5Str,5600,Petrol,Manual,First,18.15,1198.0,6.55 Lakh,
2012,Delhi,Ford Endeavour 3.0L 4X4 AT,68000,Diesel,Automatic,First,11.4,2953.0,,
2010,Kolkata,Tata Indica Vista Terra 1.2 Safire BS IV,29300,Petrol,Manual,First,15.8,1172.0,,
2018,Kochi,Land Rover Discovery Sport TD4 S,23342,Diesel,Automatic,First,12.83,2179.0,,
2017,Coimbatore,BMW 3 Series 320d Sport,41078,Diesel,Automatic,First,22.69,1995.0,,
2014,Chennai,Volkswagen Vento 1.5 TDI Highline Plus,38000,Diesel,Manual,First,20.64,1498.0,,
2013,Hyderabad,Tata Indica Vista TDI LS,132000,Diesel,Manual,Second,19.4,1405.0,,
2015,Pune,Maruti Alto 800 LXI,35000,Petrol,Manual,First,22.74,796.0,,
2012,Ahmedabad,Ford Figo Diesel LXI,80000,Diesel,Manual,First,20.0,1399.0,,
2009,Kolkata,Ford Fiesta 1.4 SXi TDCi,39408,Diesel,Manual,First,17.8,1399.0,,
2015,Kolkata,Honda Jazz 1.2 V i VTEC,27525,Petrol,Manual,First,18.7,1199.0,,
2018,Jaipur,Hyundai Grand i10 1.2 CRDi Magna,27000,Diesel,Manual,First,24.0,1186.0,7.79 Lakh,
2015,Pune,Skoda Rapid 1.5 TDI Ambition,82799,Diesel,Manual,First,21.14,1498.0,,
2017,Pune,Maruti Ignis 1.2 Alpha,8000,Petrol,Manual,First,20.89,1197.0,7.87 Lakh,
2014,Mumbai,Toyota Fortuner 4x2 AT,46000,Diesel,Automatic,Second,12.55,2982.0,,
2012,Pune,Hyundai Verna 1.6 CRDI,98000,Diesel,Manual,First,22.32,1582.0,,
2016,Coimbatore,Hyundai EON Era Plus,47924,Petrol,Manual,First,21.1,814.0,,
2013,Chennai,Ford Ecosport 1.5 Ti VCT AT Titanium,39000,Petrol,Automatic,First,16.5,1499.0,,
2017,Coimbatore,Hyundai Grand i10 Asta Option,33601,Petrol,Manual,First,18.9,1197.0,,
2015,Pune,Hyundai Creta 1.6 SX Automatic Diesel,85000,Diesel,Automatic,First,17.6,1582.0,18.32 Lakh,
2012,Pune,Toyota Corolla Altis G,54000,Petrol,Manual,First,14.53,1798.0,,
2017,Pune,Maruti Vitara Brezza ZDi,35000,Diesel,Manual,First,24.3,1248.0,10.65 Lakh,
2013,Hyderabad,Volkswagen CrossPolo 1.2 TDI,80020,Diesel,Manual,Second,22.07,1199.0,,
2005,Chennai,Ford Ikon 1.4 ZXi,87500,Petrol,Manual,Second,13.8,1399.0,,
2015,Mumbai,Honda Mobilio V i VTEC,59500,Petrol,Manual,First,17.3,1497.0,,
2015,Hyderabad,Honda Mobilio S i DTEC,76000,Diesel,Manual,First,24.2,1498.0,,
2014,Bangalore,Porsche Cayenne Diesel,43000,Diesel,Automatic,Second,15.15,2967.0,,
2015,Kochi,Honda Amaze E i-Vtech,41850,Petrol,Manual,First,18.0,1198.0,,
2015,Hyderabad,Audi A3 35 TDI Premium Plus,52300,Diesel,Automatic,First,20.38,1968.0,,
2013,Pune,Mahindra XUV500 W6 2WD,31924,Diesel,Manual,First,15.1,2179.0,,
2014,Coimbatore,Hyundai Verna Transform SX VGT CRDi BS III,77914,Diesel,Manual,First,16.2,1493.0,,
2013,Pune,Ford Ecosport 1.5 DV5 MT Trend,70000,Diesel,Manual,First,22.7,1498.0,,
2010,Chennai,Maruti Alto LXi,94385,Petrol,Manual,Second,19.7,796.0,,
2012,Jaipur,Renault Pulse RxZ,57000,Diesel,Manual,Second,23.08,1461.0,,
2016,Coimbatore,Hyundai EON 1.0 Kappa Magna Plus,27039,Petrol,Manual,First,20.3,998.0,,
2015,Delhi,Honda Amaze SX i-VTEC,11000,Petrol,Manual,First,18.0,1198.0,,
2016,Jaipur,Volkswagen Vento 1.5 TDI Highline Plus AT,57669,Diesel,Automatic,First,21.5,1498.0,16.64 Lakh,
2011,Pune,Toyota Fortuner 3.0 Diesel,124000,Diesel,Manual,First,11.5,2982.0,,
2017,Mumbai,Maruti SX4 S Cross DDiS 200 Zeta,29500,Diesel,Manual,First,23.65,1248.0,,
2000,Jaipur,Maruti 800 DX,75000,Petrol,Manual,First,16.1,796.0,,
2015,Coimbatore,Maruti Celerio VXI AT,54186,Petrol,Automatic,First,23.1,998.0,,
2015,Mumbai,Honda Brio E MT,36990,Petrol,Manual,First,19.4,1198.0,,
2016,Hyderabad,Maruti Swift Dzire Vdi BSIV,90000,Diesel,Manual,First,19.3,1248.0,,
2018,Mumbai,Toyota Innova Crysta 2.8 GX AT 8S,23000,Diesel,Automatic,First,11.36,2755.0,21 Lakh,
2016,Delhi,Maruti Ertiga VXI Petrol,23582,Petrol,Manual,Second,19.34,1462.0,9.54 Lakh,
2009,Jaipur,Maruti A-Star Vxi,87000,Petrol,Manual,Second,19.0,998.0,,
2019,Kolkata,Fiat Avventura Urban Cross 1.3 Multijet Emotion,1000,Diesel,Manual,First,20.5,1248.0,9.26 Lakh,
2015,Kochi,Maruti Swift VDI,58634,Diesel,Manual,First,28.4,1248.0,,
2013,Kochi,Nissan Sunny Diesel XV,41377,Diesel,Manual,Second,22.71,1461.0,,
2015,Jaipur,Hyundai EON Magna Plus,43000,Petrol,Manual,First,21.1,814.0,,
2015,Kochi,Honda Amaze S i-Vtech,77372,Petrol,Manual,First,18.0,1198.0,,
2006,Chennai,Ford Fiesta 1.4 Duratec EXI Limited Edition,49000,Petrol,Manual,Second,16.6,1388.0,,
2015,Delhi,Honda City i VTEC CVT VX,48000,Petrol,Automatic,First,18.0,1497.0,,
2012,Hyderabad,Honda Brio S MT,30000,Petrol,Manual,First,19.4,1198.0,,
2012,Kolkata,Maruti Wagon R VXI BS IV,47000,Petrol,Manual,First,18.9,998.0,,
2016,Jaipur,Hyundai Elantra CRDi SX AT,76681,Diesel,Automatic,First,22.7,1582.0,,
2010,Mumbai,Honda A ord 2.4 Elegance A/T,106565,Petrol,Automatic,First,10.2,2354.0,,
2011,Coimbatore,Maruti Wagon R VXI AMT,37492,Petrol,Automatic,First,22.5,998.0,6.33 Lakh,
2014,Coimbatore,Chevrolet Cruze LTZ,72843,Diesel,Manual,Second,17.3,1998.0,,
2013,Kochi,Hyundai i20 1.2 Era,55653,Petrol,Manual,First,17.0,1197.0,,
2013,Ahmedabad,Tata Nano Cx BSIV,35000,Petrol,Manual,First,25.4,624.0,,
2014,Delhi,Ford Ecosport 1.5 Ti VCT MT Trend,44000,Petrol,Manual,First,15.8,1499.0,,
2012,Pune,Tata Indica Vista TDI LS,43200,Diesel,Manual,First,19.1,1405.0,,
2005,Jaipur,Skoda Octavia Classic 1.9 TDI MT,117000,Diesel,Manual,First,18.7,1896.0,,
2016,Coimbatore,Mitsubishi Pajero Sport 4X2 AT,63961,Diesel,Automatic,First,13.5,2477.0,34.1 Lakh,
2015,Mumbai,Mini Cooper 3 DOOR D,20000,Diesel,Automatic,First,20.7,1496.0,35 Lakh,
2016,Pune,Hyundai Xcent 1.2 Kappa S Option,34000,Petrol,Manual,First,19.1,1197.0,,
2015,Kolkata,Hyundai i20 Magna 1.2,35000,Petrol,Manual,First,18.6,1197.0,,
2013,Mumbai,Hyundai i20 Sportz 1.2,43000,Petrol,Manual,First,18.5,1197.0,,
2008,Hyderabad,Hyundai i10 Magna,63193,Petrol,Manual,First,20.36,1197.0,,
2008,Bangalore,Toyota Innova 2.5 G4 Diesel 8-seater,110000,Diesel,Manual,First,12.8,2494.0,,
2011,Kochi,Maruti SX4 Vxi BSIV,44547,Petrol,Manual,First,16.51,1586.0,,
2011,Ahmedabad,Honda City 1.5 E MT,65000,Petrol,Manual,First,17.0,1497.0,,
2012,Mumbai,Maruti Ritz LXi,79000,Petrol,Manual,Second,18.5,1197.0,,
2017,Delhi,Maruti Alto K10 LXI CNG Optional,33000,CNG,Manual,First,32.26,998.0,4.66 Lakh,
2014,Pune,Hyundai i20 2015-2017 Sportz AT 1.4,108000,Petrol,Automatic,First,15.0,1396.0,,
2018,Kochi,Toyota Innova Crysta 2.4 G MT 8S,21302,Diesel,Manual,First,13.68,2393.0,,
2014,Pune,Maruti Swift VDI Optional,82000,Diesel,Manual,First,25.2,1248.0,,
2014,Chennai,Toyota Innova 2.5 GX (Diesel) 8 Seater,173000,Diesel,Manual,Second,12.99,2494.0,,
2013,Jaipur,Mahindra Quanto C2,72000,Diesel,Manual,First,17.21,1493.0,,
2014,Bangalore,Mahindra XUV500 W8 4WD,50299,Diesel,Manual,First,15.1,2179.0,,
2014,Kolkata,Audi A6 2011-2015 2.0 TDI Premium Plus,60000,Diesel,Automatic,First,17.68,1968.0,,
2011,Kolkata,Toyota Fortuner 3.0 Diesel,112999,Diesel,Manual,First,11.5,2982.0,,
2010,Pune,Toyota Innova 2.5 G4 Diesel 7-seater,183000,Diesel,Manual,First,12.8,2494.0,,
2016,Coimbatore,Jaguar XF 2.2 Litre Luxury,58840,Diesel,Automatic,First,16.36,2179.0,,
2014,Kolkata,Hyundai Verna 1.6 EX VTVT,58000,Petrol,Manual,First,17.01,1591.0,,
2011,Jaipur,Hyundai i20 1.4 CRDi Magna,78000,Diesel,Manual,First,21.9,1396.0,,
2018,Ahmedabad,Skoda Octavia 2.0 TDI MT Style,34000,Diesel,Manual,First,21.0,1968.0,23.29 Lakh,
2012,Hyderabad,Hyundai i10 Sportz 1.2,54982,Petrol,Manual,First,20.36,1197.0,,
2008,Jaipur,Maruti Alto LXi,65000,Petrol,Manual,Second,19.7,796.0,,
2018,Kochi,Renault KWID RXL,16292,Petrol,Manual,First,25.17,799.0,3.95 Lakh,
2015,Mumbai,Hyundai Grand i10 Sportz,11206,Petrol,Manual,First,18.9,1197.0,,
2015,Pune,Hyundai Grand i10 AT Asta,32100,Petrol,Automatic,First,18.9,1197.0,,
2018,Delhi,Maruti Wagon R LXI,22296,Petrol,Manual,Second,22.5,998.0,4.59 Lakh,
2015,Kolkata,Hyundai i20 Magna 1.4 CRDi,36113,Diesel,Manual,First,22.54,1396.0,,
2011,Delhi,Volvo S80 D5,87000,Diesel,Automatic,Second,13.1,2400.0,,
2018,Jaipur,Renault Duster 85PS Diesel RxZ,1001,Diesel,Manual,First,19.87,1461.0,13.08 Lakh,
2015,Hyderabad,Honda City i VTEC CVT VX,39822,Petrol,Automatic,First,18.0,1497.0,,
2008,Hyderabad,Maruti Swift VXI BSIII,81814,Petrol,Manual,First,16.1,1298.0,,
2016,Chennai,Hyundai Creta 1.6 SX Plus Diesel,62000,Diesel,Manual,First,19.67,1582.0,,
2017,Pune,Maruti Swift Dzire VDI,71000,Diesel,Manual,Second,26.59,1248.0,,
2019,Coimbatore,Honda Jazz 1.2 V CVT i VTEC,10452,Petrol,Automatic,First,19.0,1199.0,,
2018,Kolkata,Tata Tiago 1.2 Revotron XT Option,1520,Petrol,Manual,First,23.84,1199.0,5.71 Lakh,
2013,Chennai,Honda Brio S MT,35315,Petrol,Manual,Second,19.4,1198.0,,
2014,Hyderabad,Maruti Swift VDI BSIV,91722,Diesel,Manual,First,25.2,1248.0,,
2011,Pune,Hyundai i20 1.2 Sportz Option,35976,Petrol,Manual,First,17.0,1197.0,,
2016,Delhi,Renault KWID RXL,22000,Petrol,Manual,First,25.17,799.0,4.02 Lakh,
2011,Hyderabad,Audi A6 35 TDI Matrix,71000,Diesel,Automatic,First,18.53,1968.0,67.1 Lakh,
2014,Pune,Hyundai Grand i10 Asta Option,25000,Petrol,Manual,First,18.9,1197.0,,
2010,Hyderabad,Maruti Alto LXI,54486,Petrol,Manual,First,19.7,796.0,,
2017,Kolkata,Jaguar XF 2.0 Petrol Portfolio,18366,Petrol,Automatic,First,10.8,1997.0,66.71 Lakh,
2010,Kolkata,Tata Manza Aqua Safire,16000,Petrol,Manual,First,15.0,1368.0,,
2017,Coimbatore,Tata Nano XTA,31176,Petrol,Automatic,First,21.9,624.0,,
2012,Jaipur,BMW X1 sDrive20d,88375,Diesel,Automatic,Second,17.05,1995.0,,
2017,Jaipur,Maruti Wagon R AMT VXI,34500,Petrol,Automatic,First,20.51,998.0,,
2012,Hyderabad,Toyota Fortuner 4x4 MT,80000,Diesel,Manual,First,12.55,2982.0,,
2013,Delhi,Volkswagen Polo Diesel Trendline 1.2L,46000,Diesel,Manual,First,22.07,1199.0,,
2009,Mumbai,Honda Civic 2010-2013 1.8 V AT,70000,Petrol,Automatic,Third,13.9,1799.0,,
2009,Hyderabad,BMW 7 Series 2007-2012 730Ld,51000,Diesel,Automatic,First,14.49,2993.0,,
2017,Delhi,Mahindra XUV500 AT W10 FWD,25000,Diesel,Automatic,First,16.0,2179.0,,
2017,Coimbatore,Hyundai Elantra SX AT,25132,Petrol,Automatic,First,14.5,1797.0,,
2011,Delhi,Toyota Corolla Altis G,70000,Petrol,Manual,First,14.53,1798.0,,
2015,Kochi,Maruti Alto 800 2016-2019 LXI,48913,Petrol,Manual,First,24.7,796.0,,
2014,Hyderabad,Honda City i-DTEC SV,63000,Diesel,Manual,First,25.6,1498.0,13.33 Lakh,
2011,Jaipur,Maruti Alto LXi,90000,Petrol,Manual,First,19.7,796.0,,
2013,Chennai,Honda Brio S MT,55000,Petrol,Manual,First,19.4,1198.0,,
2013,Mumbai,Volkswagen Polo Petrol Comfortline 1.2L,51000,Petrol,Manual,First,16.47,1198.0,,
2012,Pune,Maruti Ritz ZXi,35844,Petrol,Manual,Second,18.5,1197.0,,
2012,Kolkata,Nissan 370Z AT,14850,Petrol,Automatic,First,10.0,3696.0,,
2014,Hyderabad,Audi A6 2011-2015 2.0 TDI,98000,Diesel,Automatic,First,17.68,1968.0,,
2015,Mumbai,Hyundai i20 Asta 1.2,17000,Petrol,Manual,First,18.6,1197.0,,
2013,Mumbai,Hyundai Verna 1.6 CRDI,42670,Diesel,Manual,First,22.32,1582.0,,
2014,Kochi,BMW 6 Series Gran Coupe,33128,Diesel,Automatic,First,17.54,2993.0,,
2018,Chennai,Maruti Alto K10 VXI,7300,Petrol,Manual,Second,24.07,998.0,4.5 Lakh,
2016,Kolkata,Hyundai i20 1.4 Sportz,53416,Diesel,Manual,First,22.54,1396.0,,
2011,Chennai,Toyota Etios G,47000,Petrol,Manual,Second,17.6,1496.0,,
2008,Ahmedabad,Hyundai Sonata Embera 2.0L CRDi MT,72002,Diesel,Manual,Second,13.6,1991.0,,
2016,Pune,Skoda Rapid 1.5 TDI AT Ambition,47000,Diesel,Automatic,First,21.72,1498.0,15.11 Lakh,
2016,Coimbatore,Audi A6 2011-2015 35 TDI Technology,47634,Diesel,Automatic,First,17.68,1968.0,,
2015,Ahmedabad,Volkswagen Polo 1.2 MPI Highline,62000,Petrol,Manual,First,16.47,1198.0,,
2013,Chennai,Ford Classic 1.4 Duratorq CLXI,65000,Diesel,Manual,Second,19.68,1399.0,,
2014,Hyderabad,Renault Koleos 4X2 MT,92448,Diesel,Manual,First,17.15,1995.0,,
2014,Chennai,Ford Ecosport 1.5 DV5 MT Ambiente,68000,Diesel,Manual,First,22.7,1498.0,,
2011,Mumbai,Land Rover Freelander 2 TD4 SE,87000,Diesel,Automatic,First,0.0,2179.0,,
2016,Pune,Honda Amaze E i-DTEC,108000,Diesel,Manual,First,25.8,1498.0,,
2015,Chennai,Volvo V40 Cross Country D3,60000,Diesel,Automatic,First,23.3,1984.0,,
2011,Chennai,Hyundai i10 Magna,82000,Petrol,Manual,First,20.36,1197.0,,
2016,Jaipur,Ford Figo 1.2P Titanium MT,26189,Petrol,Manual,First,18.16,1196.0,,
2016,Jaipur,Maruti Ciaz VDi Option SHVS,26300,Diesel,Manual,First,28.09,1248.0,,
2016,Mumbai,Toyota Fortuner 4x2 AT TRD Sportivo,35000,Diesel,Automatic,First,12.55,2982.0,,
2010,Pune,Tata Indica Vista Terra Quadrajet 1.3L BS IV,67000,Diesel,Manual,First,18.0,1248.0,,
2012,Jaipur,Hyundai EON Magna,42285,Petrol,Manual,First,22.0,814.0,,
2017,Kolkata,Mahindra KUV 100 mFALCON G80 K6 Plus,7000,Petrol,Manual,First,18.15,1198.0,,
2016,Pune,Hyundai i20 1.2 Spotz,42000,Petrol,Manual,First,18.6,1197.0,,
2015,Kochi,Hyundai Santro Xing GLS,56967,Petrol,Manual,First,17.92,1086.0,,
2019,Coimbatore,Mercedes-Benz GLA Class 220 d 4MATIC,29566,Diesel,Automatic,First,17.9,2143.0,49.12 Lakh,
2015,Kochi,Maruti Wagon R Stingray LXI,41836,Petrol,Manual,First,20.51,998.0,,
2018,Coimbatore,Mahindra Bolero Power Plus ZLX,19764,Diesel,Manual,First,16.5,1493.0,10.51 Lakh,
2009,Kolkata,Tata Indica Vista Aura 1.3 Quadrajet,134000,Diesel,Manual,First,18.0,1248.0,,
2018,Delhi,Hyundai Elite i20 Petrol Sportz,8321,Petrol,Manual,First,18.6,1197.0,,
2015,Pune,Tata Indica Vista TDI LS,174000,Diesel,Manual,First,19.1,1405.0,,
2002,Pune,Toyota Qualis FS B3,119613,Diesel,Manual,Second,13.1,2446.0,,
2017,Chennai,Maruti Swift Dzire LXI,21000,Petrol,Manual,First,20.85,1197.0,,
2015,Mumbai,Volkswagen Vento 1.5 TDI Highline,55600,Diesel,Manual,First,20.34,1498.0,,
2014,Kolkata,Fiat Linea Classic 1.3 Multijet,61000,Diesel,Manual,First,19.5,1248.0,8.65 Lakh,
2013,Pune,Honda Brio S MT,38428,Petrol,Manual,Second,19.4,1198.0,,
2009,Chennai,BMW 5 Series 520d Sedan,95000,Diesel,Automatic,Second,18.48,,,
2012,Mumbai,Hyundai i20 1.2 Asta,18000,Petrol,Manual,First,17.0,1197.0,,
2019,Chennai,Ford Endeavour 2.2 Titanium AT 4X2,7000,Diesel,Automatic,First,12.62,2198.0,,
2016,Kochi,Hyundai i20 1.2 Asta,24779,Petrol,Manual,First,18.6,1197.0,,
2019,Kochi,Maruti Wagon R VXI 1.2,17431,Petrol,Manual,First,21.5,1197.0,5.79 Lakh,
2008,Chennai,Mahindra Scorpio VLS 2.2 mHawk,88000,Diesel,Manual,First,12.05,2179.0,,
2015,Kochi,Maruti Wagon R LXI,29347,Petrol,Manual,First,22.5,998.0,5.04 Lakh,
2015,Ahmedabad,Maruti Ciaz VDi,24000,Diesel,Manual,First,26.21,1248.0,,
2016,Coimbatore,Audi A4 35 TDI Premium Plus,60249,Diesel,Automatic,First,18.25,1968.0,53.14 Lakh,
2017,Mumbai,Maruti Ciaz 1.4 Zeta,15000,Petrol,Manual,First,20.73,1373.0,,
2018,Kolkata,Ford Freestyle Titanium Plus Diesel,3013,Diesel,Manual,First,24.4,1498.0,9.12 Lakh,
2013,Kolkata,Toyota Etios GD,60000,Diesel,Manual,First,23.59,1364.0,,
2013,Hyderabad,Mahindra XUV500 W8 4WD,83503,Diesel,Manual,First,15.1,2179.0,,
2011,Mumbai,Chevrolet Cruze LTZ,69000,Diesel,Manual,Second,18.3,1991.0,,
2018,Kolkata,Hyundai EON D Lite Plus Option,54000,Petrol,Manual,First,21.1,814.0,,
2013,Bangalore,Maruti Ritz VDi,49000,Diesel,Manual,First,23.2,1248.0,,
2013,Hyderabad,Toyota Etios Liva GD,86000,Diesel,Manual,First,23.59,1364.0,,
2010,Chennai,Maruti Wagon R VXI,36000,Petrol,Manual,Second,22.5,998.0,5.51 Lakh,
2018,Coimbatore,Ford EcoSport 1.5 Ti VCT MT Titanium,12899,Petrol,Manual,First,15.85,1499.0,,
2016,Bangalore,Renault Duster 110PS Diesel RxZ AMT,56839,Diesel,Automatic,First,19.6,1461.0,15.05 Lakh,
2012,Pune,Maruti Swift VVT ZXI,46972,Petrol,Manual,First,22.0,1197.0,,
2015,Coimbatore,Mahindra Xylo D4,96012,Diesel,Manual,First,14.95,2489.0,11.91 Lakh,
2012,Kochi,Toyota Etios Liva V,59311,Petrol,Manual,First,18.3,,,
2010,Ahmedabad,Honda CR-V 2.4 AT,90000,Petrol,Automatic,Third,10.1,2354.0,,
2016,Kochi,Fiat Punto EVO 1.3 Emotion,32835,Diesel,Manual,First,20.5,1248.0,8.6 Lakh,
2017,Kochi,Hyundai Creta 1.6 CRDi AT SX Plus,60739,Diesel,Automatic,First,17.01,1582.0,,
2017,Mumbai,Fiat Abarth 595 Competizione,19476,Petrol,Automatic,First,19.0,1368.0,,
2017,Mumbai,Ford Ecosport 1.0 Ecoboost Platinum Edition,15000,Petrol,Manual,First,18.88,999.0,,
2011,Hyderabad,Jaguar XF 3.0 Litre S Premium Luxury,53000,Diesel,Automatic,First,14.74,2993.0,,
2016,Chennai,Hyundai Grand i10 Sportz,20000,Petrol,Manual,Second,18.9,1197.0,,
2008,Hyderabad,Mercedes-Benz M-Class ML 320 CDI,67000,Diesel,Automatic,First,8.7,2987.0,,
2009,Bangalore,Toyota Innova 2.5 V Diesel 7-seater,140000,Diesel,Manual,Second,12.8,2494.0,,
2011,Delhi,Honda A ord 2.4 AT,25000,Petrol,Automatic,Second,11.7,2354.0,,
2007,Jaipur,Maruti Wagon R LXI,69000,Petrol,Manual,Second,18.9,998.0,,
2013,Hyderabad,Hyundai i20 1.4 CRDi Magna,65461,Diesel,Manual,First,21.9,1396.0,,
2014,Kolkata,Maruti Swift VXI,33000,Petrol,Manual,First,18.6,1197.0,,
2011,Ahmedabad,Honda City 1.5 E MT,52000,Petrol,Manual,First,17.0,1497.0,,
2015,Kochi,Volkswagen Polo 1.2 MPI Comfortline,29215,Petrol,Manual,First,16.47,1198.0,,
2010,Jaipur,Hyundai A ent Executive LPG,40000,LPG,Manual,Second,13.2,1495.0,,
2017,Jaipur,ISUZU D-MAX V-Cross 4X4,290000,Diesel,Manual,First,12.4,2499.0,,
